"Mick Harvey","One Man’s Treasure","Mute","Mick Harvey – co-founder of Nick Cave and the Bad Seeds, multi-instrumentalist and composer – played most the instrumentals on this album along with a string trio.  It’s a compilation of 10 covers and 2 originals (tracks 6 and 12). Mick Harvey calls this album “urban Australian alternative country”.  I call it boring.  Not offensive, but not really interesting - well, all tracks start out sounding decent, but don’t really go anywhere. Technically well-crafted, and pretty enough to be one man’s treasure - just not mine.","","","10.12.9.8"
"Voxtrot","Voxtrot","Cult Hero","Out of Austin, TX, Voxtrot is four guys and one girl who make amazing indie pop songs. This is their debut EP - definitely check this out The sound is guitar, drums, nice rhythms and cute lyrics. They put on a great live show as well - Emily and I can attest to that.","","","2.1.3.4"
"Morcheeba","The Antidote","Echo","This is fifth album from electronic/groove/funk/blues female vocal led Morcheeba – the group consists of the Godfrey brothers and (on this album) Daisy Martey –formerly of Noonday Underground. The album has the same electro/funk sound that all Morcheeba albums have but with one major difference – Daisy Martey is great, but she’s no Skye Edwards. If you’ve ever heard any previous Morcheeba albums you’ll know what I’m talking about. Overall, it is an ok album, but I’m sticking with Fragments of Freedom --Morcheeba’s 2000 release…if only I didn’t give it back to my ex…asshole.","","","1.2.3.6.7"
"Headlights","The Enemies","Polyvinyl","Part The Fire Theft, part Camera Obscura, Headlights is a nice combination of guy/girl vocals and indie pop/rock. The music is up-tempo; the lyrics are depressing, leading to an overall crazy ambivalent sound. This EP is very much worth your time, and they come from downstate. RIYL: Owen, Fire Theft, Azure Ray, Camera Obscura","","","1.2.3.4"
"Angels of Light and Akron/Family","Akron/Family and Angels of Light","Young God","Angels of Light is Michael Gira (formerly of the NYC goth-industrial giants Swans) and anyone else he happens to recruit that day. Lately, Angels of Light has been Gira and the Brooklyn band Akron/Family, his proteges and touring companions, four avant-rock spazzes who condense the last 40 years of music history into one amazing act. This split disc records some of the hits from A/F’s live show not documented on the earlier-this-year debut, along with some new Angels stuff not unlike that on their earlier-this-year disc Other People. For bonus credit, compare and contrast with Jonathan Kane’s February, the other pole of the Swans legacy. 8 is a Dylan cover.","","","7.2.12.10.4.9.3.8"
"Jon Rauhouse","Hawaiian Guitar Expidition","Lilliwaup","Jon Rauhouse is a local guy who's played on everyone else's records.  Check out a Bloodshot Records release, and chances are, you'll see Jon Rauhouse on pedal steel or steel guitar.  In addition to his skills in the alt.country genre, he's also an accomplished Hawaiian guitar player.  Here, he shows off his abilities on a disc that compiles tracks from his two Bloodshot releases along with some new material.  Most is instrumental, but there are a couple of tracks with vocals.   I won't recommend tracks off Jon Rauhouse's Steel Guitar Air Show because we have it in the library, but it's well worth checking out too.","","","2.6.4.9.12"
"Fatlip","The Loneliest Punk","Delicious Vinyl/The Lab","Born Derrick Stewart, Fatlip was a member of the influential underground hip-hop group the Pharcyde and has also settled into a solo career. In the early '90s, Stewart was working at local clubs around L.A. when he formed the Pharcyde with Romye ""Booty Brown"" Robinson, Imani Wilcox, and Tre ""Slimkid"" Hardson, who were members of a dance troupe known as ""242."" By the time they were all 21, the Pharcyde had signed a record deal with Delicious Vinyl and produced three albums filled with sharp lyrics and tight tracks that managed to achieve commercial success while still maintaining a distinct underground flavor.","","","1.3.7.9.12.19"
"Oxford Collapse","A Good Ground","themselves","Oxford Collapse is from Brooklyn.  They have that New York dance rock sound, but they’re not blatantly dancey like Bloc Party.  Some songs sounds similar to the Strokes and some songs go in completely different directions.  A Good Ground is a solid rock album.  “The Boys Go Home” has a nice handclap breakdown.  “Cracks In The Causeway” has a great vocal hook.  “Flaws” is their punk song.  It has a good ending.","","","4.6.8"
"Parts & Labor / Tyondai Braxton","Split CD","Narnack","On this split c.d. 7 tracks are done by the first group, a drone rock band or rocking drone band, or electronically pulsing punk band, in any event a description defying band in which bagpipes are sometimes used, and sometimes the guitar player emulates the sound of bagpipes. Found here is a variety of noise of a carefully planned sort which can be both intriguing and annoying. The final 3 tracks are done by Braxton who is less experimental here than in much of his previous work.  Parts and Labour's final song segues directly into Braxton's first, which fits as stylistically they match. Unfortunately, the best of his tracks, 10 has profanity.  Track one is an instrumental, so the name only is problematic.","","","5.6.7.8"
"New Black","Time Attack","Thick","Those who liked this Chicago band's first album will also like this one.  It is similar with catchy guitar riffs, horrour movie organ parts, and alternating female and male vocals. Frenetic and repetitive in the right doses, New Black combines' punk dynamics with new wave techniques.  Rough Trade included the band on its 2004 best of counter culture compilation.  Note: track 5 is over 7 minutes.","","","2.3.4.10.11"
"GoGoGo Airheart","Rats! Sing! Sing! Sing!","Gold Standard","Loose and funky, the modus operandi of GoGoGo Airheart is molding together songs created out of fragments containing a range of American musical influences, all blues based and backbeat driven.  This is the fifth album from the San Diego quartet, and retains the passion and excitement of their other releases.","","","2.3.4.12.13"
"Quintron and Miss Pussycat","Swamp Tech","Tigerbeat6","More soulful and less spacey than other Quintron albums, this one has his old school organ joined by analog synth and pumped up beats, and Miss Pussycat's punky vocals. It provides an intoxicating mix of humour and attitude and things sinister.  Track 8 is a brilliant cover of Kiss's Gods of Thunder.","","","1.8.9.10.11"
"Black Dice","Smiling Off","DFA / Astralwerks","Black Dice is a noise band from Brooklyn.  Their sound combines rock andelectronic music. This EP contains three remixes and one edited version ofthe song “Smiling Off,” which is on the 2005 Black Dice album Broken EarRecord.  I prefer the original Black Dice recording, but the remixes areenjoyable.  If you want extended, dancey Black Dice, then these remixes arefor you.  The ZZ Pot remix is a string of mini songs.  It takes the mostchances and doing so pays off.","","","3"
"Jana Hunter","Blank Unstaring Heirs of Doom","Gnomsong","Texan, Jana Hunter (ex-Matty & Mossy) first showed up on Devendra Banhart's compilation of his favorite contemporary folk artists called The Golden Apples of the Sun. Banhart created a new label with Andy Cabic called Gnomonsong and the first release on the label is this debut full-length album by Hunter, which contains 10 years of her home recordings.   The overarching powerful intensity of this album is owed to Hunter's dark, soulful voice which treds between blues and folk.  The songs range from scary, sad revelations to hand clapping group sing alongs (#5).   The album is instrumentally dominated by acoustic guitar sometimes with the accompaniment of violin, upright bass, toy keyboards (#13) and at the least stripped to a cappella.","","","7.8.4.5.9.1.2.6.3.13"
"Ghosty","Grow up or sleep in","Future farmer","Ghosty is a pop band that was started by Andrew Connor at Kansas University in 1999. After 6 EPs, Ghosty released their album,  “Grow Up Or Sleep In”.  They actually sound a lot like Coldplay, with most of their songs being encompassed by slow, steady beats, (1,4,10). There are a few songs that are a bit more lively (8,9). Wayne Coyne of The Flaming Lips also sings along in one version of “Clouds Solve It” (which is track 12, that appears to be a hidden track) and Landon Hedges (Little Brazil) plays in “Hey! Somebody” (11).","","","8.11.12"
"8 Bit Weapon","EP","intellivision","L.A. based, 8 Weapon is Naughtyboy on keyboards and Stickchick on drums, plus remixes of vintage tunes from old video games.  The result is dance music that's fun to listen to, and brings to mind Devo and Kraftwerk, and others along those lines.","","","2.3.6"
"Faust","Faust IV","","Faust strongly influenced both industrial and ambient music in its conscious attempt to create a new form of rock by splicing together fragments of sound and producing radical collages. This album consolidates the myriad sounds of Faust's 3 earlier releases- not an easy listening experience, but one which is strange and compelling. Included here are also 3 tracks from tapes which were collected privately, and reassembled by a fan (stories vary about this).The best tracks include 1 , but be aware that it is over 11 minutes.","","","2.5.6.8.9"
"Chicago Afrobeat Project","","CAbP","CAbP is a 10 piece collective rooted in 70s funk and jazz infused Afrobeat. The album also reflects a variety of other music such as Chicago's electronic house and hip-hop.  Though this is a debut album, the band has been performing for 3 years, and performances always include guest musicians, and often dancers or poets.  Fela A. Kuti, the political activist and creator of Afrobeat, was their chief inspiration, and the band intends to continue his legacy; 2 members of Fela's band are in the group.  Improvisation, a core component of Fela's music is central to CAbP's approach and is most reflected in the horn section. The band has supported Steel Pulse, Burning Spear, Cyro Baptisa and several acid jazz bands, and have played often in New Orleans. Several tracks are quite long, all are good.","","","3.4.6"
"Magpie","20 Junkshop Pop Ads and Themes","RPM","Magpies are great and so is this, as it does just what a Magpie does - collecting bits and pieces and jumbling them together. RPM started a series of compilations to celebrate musical explosions and implosions from the late 60s and early 70s. by plunging into the British vaults. Some quite interesting musicians are represented here, such as Alan Hawkshaw, on track 5, who was the session man and arranger for Gainsbourg, Birkin, and Bowie among others.  Also note, Stanley Myers on tracks 8 and 17 who composed for Dr. Who and Nicholas Roeg films, and appeared on a couple of Kinks albums.","","","3.4.5.8.14.17"
"Each Other","Each other","Birds go south","Electrified Mope-Rock on the debut EP of this San Francisco outfit.  Complex polyrhythms, heavy, fuzzy bass, jangly, ringing guitars, atmosperic sythesizers, and barely audible 4-note vocals.  The lyrics are apparently based on Russian literature, though you can't tell by listening.  The sound is sort of like Xymox meets The Kitchens of Distinction, with an industrial edge.  Also similar to Gary Numan.","","","2.3.1"
"Canasta","We Were Set Up","Broken Middle C","This is the debut album from Chicago’s six piece chamber pop group Canasta. The sound is very melodic and orchestral – with a violin, trombone, piano, clarinet and various percussion instruments – matched nicely with lead singer Matt Priest’s mellow vocals. Lyrically, you have everything from an anthem to our city (Slow Down Chicago) to how relationships function in reality (Busride). The album flows nicely, with a nice mix of faster horn driven tracks and slower keyboard/violin driven ones. Overall, I defy you to not fall in love with this album.","","","slower.. 5.10.8.12.13,   faster.. 1.3.9"
"Levy","Rotten Love","One Little Indian","Levy is a four-piece from NYC that sounds British, and has already developed an Old Continent following. Leader and namesake Matthew Levy brags that he writes songs a kid could appreciate, but there’s some mature melancholy mixed in here, too. Sad pop that sounds happy, or vice versa. RIYL: Trash Can Sinatras, Doves singles.","","","3.6.1.8.2"
"Mi and L’au","Mi and L’au","Young God","French multi-instrumentalist Laurent on instruments (and occasional vox); Finnish model Mira on vox. Two attractive Europeans meet, fall in love, and sequester themselves in a cabin on the FInnish countryside, where they record a gentle out-folk record. A little bit gorgeous, a little bit dull, way out of your leauge and doesn’t laugh at your jokes. 12 is a Christmas song, I s’pose.","","","11.6.9.1.5.12"
"The Negatones","The Negatones","Skylab","Quirky electronic geeky new wavy pop. Harder-edged than Devo but definitely an influence, as is Ween. (with a nod to Zappa here and there as well.) There is ""balls-out"" hardcore number, a heavy metal number, and even some guest appearances by a banjo, accordion and horns. But it's all very much their own and not a various artists' compilation. Not your ordinary band. Not your ordinary CD. Bassist Jay Braun had played in Band of Susans and Mooney Suzuki but left to form The Negatones. Second full-length release. Band was formed in 1997 by brothers Jay and Justin Braun in New York City. #11 is an medley (heavy metal number goes into a strange instrumental.) Best: 1, 2, 7, 5, 11, 4Profanity: clean Reviewer: Di K.","","","1.2.7.5.11.4"
"Electric Eel Shock","Beat Me","Gearhead","Sort of Godzilla meets MC5! Japanese 70s heavy metal/cartoon punk hybrid. Their second album. RIYL: MC5, KISS, Guitar Wolf, New York Dolls, Ramones Of course 12 is a cover of the classic Sabbath tune.","","","1.11.10.12.2.9.6"
"Hella","Homeboy","5RC","","","",""
"Pit Er Pat","3D Message","Thrill Jockey","New four-song EP from these three Art Institute alums. More skittering rhythms and jazz-indebted melodic sense, but a bit catchier than the last full-length. Perhaps Pit Er Pat will yet catch up with its local hype. RIYL: Tortoise, Mum, a typical night at the Empty Bottle.","","","1.4.2.3"
"Edith Frost","It’s a Game","Drag City","Chicago folk singer, introvert, and rollerskating enthusiast Edith Frost puts out a fantastic new record. This thing is already getting attention from a lot of critics who normally recoil from this sort of biz: simple but lush arrangements, restrained but melodic vocals and tunes that, were it not for the occasional reference to cars, would sound like they could be 100 years old. Not a clunker in the bunch. Features Azita Youssefi (Scissor Girls, Bride of No No) and other local fixtures, though no one steals the spotlight from Edith.","","","10.2.4.5.7.8.13.11"
"Various Artists","Reconstruction","Compassionista/Acorn","A great week for local music keeps getting better. Proceeds from this comp go to ACORN, an Andersonville-based charity aiding the Southeast’s hurricane recovery. Lots of familiar names from all corners of the scene. Shop around.","","","6.10.17.20.19.14"
"Bonnie “Prince” Billy","Summer In the Southeast","Sea Note","This cryptic balladeer used to live in Chicago; he’s now quartered in Baltimore. Perhaps you’ve heard of him; perhaps you’ve already made up your mind. He coughs up most of the hits on this new live platter, recorded in the Bible Belt. Hate all you want, haters... Johnny Cash dug this guy enough to cover 9.","","","10.5.1.9.12.4.8"
"Boys on Trial","Live at schubas  July ‘05","","A Chicago based trio, this group plays music that probably could best be described as glam/punk. It is highly energetic, has intelligent, thoughtful lyrics, and the frontman has an amazing voice.  Their sound stems from an interesting dynamic between the frontman and the drummer, a classically trained musician and a heavy metal guy.  They balance these influences creating a unique style, one that retains plenty of tension.  This cd contaoins song which will be on the forthcoming album, Guantanamo Boy. Track 3, The Addict, and track 9, Run from the City werre released as singles.","","","1.4.6.7.9"
"Abstract Giants","A Grow Culture","","A.G. is composed of three mcs and a backing band of five, including a violin. The lyrics, delivered in a variety of styles are abstract with many word associations and clever innuendos.  This is a college educated hip-hop group that makes no attempt to dumb things down. Their music is as complex and interesting as their words.  It is composed of a mixture of Afrobeat, funk, and jazz and is much better to hear then to describe.","","","3.7.11.12"
"Beyond and Back","the X anthology","Elektra","Though some of the tracks don't add much to the X cannon- such as ""The NewWorld"" before the guitar riff was put in- this is still a worthwhile collection.  It traces this unique L.A. punk band's development from its earliest, very abstract material through its more direct and tighter song structures. There are demos, alternative and outtake versions, as well as album versions of some of X's better known songs-"" Los Angeles"", ""Hungry Wolf"", ""Poor Girl"", "" In this House I Call Home"", and some live stuff which doesn't quite capture their best sound, but is still pretty good.  Disc two has:"" Breathless"" and ""Wild Thing"", both covers which appeared on film sound tracks and were X's biggest radio breakthroughs.  Track 7 on disc two is an example where there is a difference between the album version and the demo in style.  Here ""Someone like You"", done by The Knitters, X's alternate country influenced band, is done in total honky tonk style with fiddle and slide guitar.","","","d1:1.2.5.6.9.11.12.15.16.18.20.22.24.25  d2:2.3.7.9.11.13.17.18"
"Princess","Princess","sickroom","Borrowing elements from everything including 80s funk, death metal,and psychedelic music, the Chicago duo, Michael O'Neil and AlexisGideon's album varies greatly from one track to the next.  The besttracks are a sort of experimental electro-math rap.  The longer trackswith noisy, industrial stuff - one sounds like a helicopter in athunder storm- can be trying.","","","1.6.8"
"The Subdudes","Lucky","East West","This is a 1991 album from this New Orleans based r and b, roots rock band. Two of its members are sons of famed Louisiana musicians, and one member who is actually from Colorado taught himself piano by studying Professor Longhair's albums.  Their style is eclectic, always subdued: there are no full on drums, electric guitars are low, oraltogether absent.  The chief asset is the interplay and harmonies between the three, strong voiced vocalists. Some of the tracks feature accordion and organ in the New Orleans style.","","","3.8.11.12"
"Red Invasion","i’m not too young to die","pelado","Taking something simple and playing it like it means everything works well only for certain bands.  This is one of them.  Admittedly, none of the songs on here are going to stick like those of some of the bands Red Invasion is influenced by, but this is their debut album, and it shows real potential.  Loud, fast, and snotty as The Dead Boys,the band is from Boston.  Their choruses are nothing special, but hooks abound, and both the lead and rhythm guitars are excellent.","","","1.4.8.9.11"
"the drones","wait long by the river and the bodies of your enemies will float by","all tomorrow’s parties","This album is up for an award as Australia's album of the year. It's the sophomore release from The Drones, and is even better than their first, 2001' s, ""Here Come the Lies"".  Their sound is somewhat like The Birthday Party, The Bad Seeds and Scientists. It's dark and brilliant with excellent production.  With the exception of 2 and 5, all tracks are over five minutes.","","","1.2.3.6.9"
"Ravi Shankar","The Essential Ravi Shankar","Columbia","This compilation is absolutely mindblowing.  The two discs are filled with awhole slew of his material from multiple early recordings.  It is extremelydifficult to describe the genre of this music, other than it is an invertedmirror image of the Western ethos (in that the music is based around improvwith intermittent returns to the original backbone).  His talent and passion really slap you in the sonic face and the beautiful instrumentation of the sitar really takes you to another place.","","","d1:2.6 d2:1.9"
"Various Artists","“Screaming Masterpiece” (soundtrack)","one little indian","This soundtrack features ""1000 Years of Icelandic Popular Music"" from artists such as Sigur Ros, Bjork, The Sugarcubes, Mum, and various other artists who by being mentioned will not stimulate recognition.  However, the tracks on this album all bear the Icelandic beauty in that the music sounds fragile, beautiful, intricate, light, and yet very intense.  All of the artists' work combine to give the soundtrack a very wide spectrum of sounds, and yet they all fit together perfectly.  A wonderful companion for a winter drive.","","","2.3.11"
"The Timeout Drawer","Nowonmai","consumers research and development","Ambient, deep, heavy yet airy, and relatively mellow.  The Timeout Drawer formed in 1999 in Chicago, and ever since that time have been creating music that emphasizes subtle yet intricate beauty.  Not for listening on days when the sun is shining and you are feeling bubbly or energetic, but a perfect sidekick for those moods of gloom, sadness, tranquility, or even just when winding down. The talent of the musicians lies mainly in the ability to maintain a central backbone with numerous appendanges of instrumentation radiating out in a ton of different directions.","","","1.5.8"
"Arks","Or else it’s not there","self released","Arks, a 3 piece, began writing songs in 2002 on a four track tape recorder in an apartment in Chicago's Ukrainian Village.  The result was these songs later recorded to form their first self released EP.  Influenced by the late 70's revolution of new wave, punk, and experimental noise, a lot of sound comes out of such a small number of members.   The vocals blend into the droning loudness of the music.","","","1.5"
"Faunts","High Expectations/Low Results","Friendly Fire","This is the debut album from a band out of Edmonton , Alberta that first got together in 2000 just as the Canadian music scene started to catch on fire.  This album is the kind that sometimes makes you forget you are listening to musical instruments and instead outside listening to nature (w/o the aid of field recordings).   They can be compared to Sigur Ros, but I don't think you can easily write off the influence of their fellow Canadian bands: Broken Social Scene, Do Make Say Think, etc.","","","3.6.2.1.4"
"Future Bible Heroes","The Lonely Robot","instinct","This EP from the Stephin Merritt electro project Future Bible Heroes is largely a dance remix album, with two non-dance original songs.  Future Bible Heroes teams Merritt with former Figures on the Beach keyboardist Chris Ewen (providing the electro/synth-pop sound) and the Magnetic Fields'vocalist-pianist-drummer Claudia Gonsen (providing the earnest alto vocals).  The overall effect is a bit like I Am The World Trade Center, with occasional touches of Depeche Mode.  Fully three tracks are different versions of the same song (""Losing Your Affection""), with a bit of a Goldilocks thing going on -- track 6 is overproduced, track 4 is too spare, and track 2 is JUST RIGHT.  All of them are good, though, really.","","","2.3.5.7"
"Earl Scruggs","i saw the light with some help from my friends","columbia","In 1969, 21 years after parting ways with Bill Monroe and Lester Flatt, Scruggs expanded on the whole idea of banjo in music. This is a collaboration with many contemporary artists of the time. 1972. This is a re-issue with 3 extra tracks. There are 2 tracks written by Michael Nesmith. There's a cover of Johnny Cash & June Carter's ""Ring of Fire."" Scruggs family members also join the album, as does The Nitty Gritty Dirt Band and Arlo Guthrie (among others of varying fame.) Some of this is very folky. Some of this has tinges of bluegrass. There's even a wild rockin' bluegrass instrumental. (Track #11.)","","","3.5.11.6.13.9.8.10"
"Various Artists","Radio Java","Sublime Frequencies","Sublime Frequencies is not your average world music label.  It releases recordings of radio stations made throughout the world.  Each album concentrates on a particular country or region and contains music (of various genres), talk, theater, comedy, news, and even commercials.  Radio Java was recorded in Indonesia in the summer of 1989.  A large portion of the album is traditional Indonesian music, which is a great change of pace and truly enjoyable.  There is a good amount of pop music as well, and theIndonesian rock songs are particularly interesting.“Radio Surabaya” is traditional music with a short rock snippet.  “RadioJakarta, No. 2” has a section that seems to be a melodramatic theater scene.  “Radio Republik Indonesia” is mostly talk with some cool commercials at the end.  “Radio Jakarta, No. 3” rocks hard!  Play it!  It pops hard, too.","","","2.3.4.6"
"The Salt Miners","A Good Time To Be Had","woodshed","Debut release by Oak Park, Michigan's bluegrass-Americana-oldtimey band. THEY MIGHT BE GIANTS vocals and lyrics played with old-timey Americana roots string instruments. Lots of on-key harmonies and when Dan sings: in a punky monotone. Tim, Mark, Dan and Brian take turns on lead vocals. Dan's vocals have more than a tinge of Dead Milkmen to them.  (Oak Park is near Detroit.)","","","1.10.7.11.12.5"
"Karen Dalton","It’s so hard to tell who’s going to love you best","koch","One of the greatest of ""lost"" albums.  Dalton's earthy, grainy-toned voice is a conversation stopper.  Like Bessie Smith and Billie Holiday and unplugged Kurt Cobain, she sings simple folky and pale-blues numbers with jaw-dropping directness.  It is impossible to resist the charcoalized richness of her voice.  This 1968 record produced with wide-screen clarity by the great Nick Venet.","","","5.1.7.3.10.9.6"
"Sicbay","Suspicious Icons","54 40’ or fight","This Minneapolis, MN trio, on their third full length album “Suspicious Icons” the collective sounds of Husker Du, Fugazi, the Stooges, Sonic Youth, The Pixies and even the New York Dolls can be heard at one time or another. The album starts off with a bang with the title song “Suspicious Icons” and it impresses the listener as it progresses from one “I’m rolling in broken glass” tune to another. Eventually I found this formula to wear thin and there really wasn’t much in the way of diversity from song to song, with a few notable exceptions. Very hit or miss.","","","1.8.10"
"Seu Jorge","Cru","","After gaining recognition playing David Bowie covers in Portugese as Pedro in Wes Anderson's latest, The Life Aquatic, Seu Jorge's Cru shows innovation and patience with his own songs.  He knows when to make songs more upbeat (t2, 3, 5), and when to knead out slower ballads(12, 4, 6).  I love the fun, dark Chatterton (t3).  Jorge makes wonderful choices for percussion and backbeats, and who could resist his deep gravely Portugese?","","","6.1.11.3.12"
"Run Return","Metro - North","n5MD","With their second full LP, Run Return throws together a synth electra sound that soothes the soul! (good bed music) Run Return is a California band, but all the members are from the east coast... go figure?","","","3.2.11.17.15"
"Beck","Remix EP #2","","If you like amazing music, this is for you! This is the second EP of remixes of songs off Beck's last album, Guero. They're all coming together to form a compilation called Guerolito coming December. This EP features Air and Ad Rock.","","","6"
"Sacha Sacket","Shadowed","Golden Sphinx","Sacha Sacket is an upcoming musical artist residing in Los Angeles, California. In his sophomore album, Sacket presents a collection of melodic songs filled with classical piano (he’s been playing since he was a little boy). His music is very similar to the works of Rufus Wainwright, being packed with emotion. Though songs are melancholic, they are beautiful. Some of his songs (such as Desire; track 4) have an electronic “soundscape”. His entrancing music seems almost surreal. Overall, a wonderful album, though is not recommended for “happy mood” sets. Very powerful stuff.","","","3.1.4.9"
"Various Artists","Night Recordings from Bali","Sublime Frequencies","Sublime Frequencies is not your average world music label.  It releases field recordings and recordings of radio stations made throughout the world. Each album concentrates on a particular country or region and contains music (of various genres), talk, theater, comedy, news, and even commercials.  Night Recordings From Bali is an album of field recordings and it was recorded on the Indonesian island of Bali in the summer of 1989.  The majority of the album is music, but there is talking, singing, and the sounds of nature as well.  “Gamelan Rehearsal (Roughriders Troupe)” is anabrasive piece by a traditional Indonesian gamelan ensemble.  “Gamelan Gabor #2” is another instrumental piece featuring a gamelan ensemble.  It is strange to hear “Cremation Ceremony,” where you can hear the fire burning, people talking, and music playing.  “Night Village Barong” has people talking, music playing, and even cars driving by.  “Kuta Quintet” is another very interesting music track.","","","2.11.13.15.17"
"Cheer Accident","Variations on a Goddamn Old Man Vol. 2","Pravda","Cheer-Accident has been a Chicago music heavyweight since the late-1980s.The band has gone through many incarnations and lineups, with its founder Thymme Jones being the only constant.  Cheer-Accident has been involved directly or indirectly with Steve Albini, U.S. Maple, the Flying Luttenbachers, and many others.  Variations On A Goddamn Old Man Volume 2 is the second of two discs of home recordings by the band in the late 1990s. Here, Jones and his friends are as poppy as they get with fat beats and synths.  Jones’s drumming is wonderful.  This is a good album, and it would be very interesting to Cheer-Accident fans.  You’re going to get addicted to “Await”.  A fat synth, choppy drums, and falsetto make it great.  “Thither” goes from a nice piano groove to an atonal breakdown to Jones’s soothing vocals.  On “In The Wings,” Jones’s vocals are almost fighting with the instrumentation.","","","1.5.7"
"East New York Ensemble de Music","at the helm","Ikef","The East New York Ensemble de Music was a little known jazz group from the early 1970s.  On 1974’s At The Helm, they combine modal jazz with African and Eastern influences.  The resulting tracks are wonderful and rich with rhythms.  The group’s co-leaders, reedist Bilal Abdurahman and vibraphonist Ameen Nuraldeen, are fantastic songwriters as well as soloists.  The backing musicians also do an outstanding job.  “Mevlana” lets the leaders show off. “Bent-El-Jeursalem” has a great Eastern head.","","","1.4"
"MALO","OLAM","","MALO is based in Chicago.  This instrumental band does a good job of combining jazz and experimental rock influences.  It is hard to find much information about them.  They seem to have replaced one member and changed their name to OLAM.  There are two types of songs on this album: full on and half assed.  When MALO goes all out on tracks 1 and 5, they are wonderful. But tracks 2, 3, 4, 6, and 7 are a different story.  They are solid tracks, but they all have a similar formula.  One instrument will provide a constant background while the others make noise.  This builds up to a climax and then returns to the calm background.  “5/4” is a great, crazy, odd-time track. Listening to “Waste” you feel like you’re being chased by the pseudo-jazz bass and shredding guitar.","","","1.5"
"Various Artists","Children of Nuggets: Original Artyfacts from the 2nd Psychedelic Era 1976-1996: Vol. 1","Rhino","These bands represent in this boxed set a re-creation of the original Nuggets boxed sets. These are not actually 60s bands from the Nuggets era, but rather from the 70s, 80s, and 90s with the biggest concentration on the 80s psychedelic and garage rock movements.","","","1.25.22.8.6.7.10.18"
"Various Artists","Children of Nuggets: Original Artyfacts from the 2nd Psychedelic Era 1976-1996: Vol. 2","Rhino","These bands represent in this boxed set a re-creation of the original Nuggets boxed sets. These are not actually 60s bands from the Nuggets era, but rather from the 70s, 80s, and 90s with the biggest concentration on the 80s psychedelic and garage rock movements.","","","1.6.17.8.16.2.4.24"
"Various Artists","Children of Nuggets: Original Artyfacts from the 2nd Psychedelic Era 1976-1996: Vol. 3","Rhino","These bands represent in this boxed set a re-creation of the original Nuggets boxed sets. These are not actually 60s bands from the Nuggets era, but rather from the 70s, 80s, and 90s with the biggest concentration on the 80s psychedelic and garage rock movements.","","","6.11.7.13.14.24.23.12.15.22"
"Various Artists","Children of Nuggets: Original Artyfacts from the 2nd Psychedelic Era 1976-1996: Vol. 4","Rhino","These bands represent in this boxed set a re-creation of the original Nuggets boxed sets. These are not actually 60s bands from the Nuggets era, but rather from the 70s, 80s, and 90s with the biggest concentration on the 80s psychedelic and garage rock movements.","","","4.15.12.6.11.13.20.17.16.23"
"Various Artists","Japanese Groupsound","Spinout","60s garage, surf, go-go, Japanese style.","","","11.14.13.8.9.1.6"
"Various Artists","25 Years of Rough Trade Shops: Vol. 1","Mute","Diversity persists throughout these 56 rare and exclusive tracks from the likes of Nick Cave, Lee Perry, Joy Division, I am Kloot, and Boards of Canada. Inevitably, some tracks hit the mark, whereas others do not, but since the entire collection presents a sort of documentary, all have their place.  The styles range from traditional reggae, industrial punk, post-punk, through elctronica, and styles that defy categorization.  The important thing to note is that Rough Trade championed new music that was often recorded on a shoestring budget, and had material that was otherwise impossible to find when it first started out as a shop in West London.  There are so many great tracks here, too many to list really.  Those not familiar with the Chills, a band from New Zealand, will probably be surprised by the wonderful Pink Frost, track 10 on disc 3.  Disc 3 is altogether probably the best.  Disc 4 contains many instrumentals, quite long ones too, such as track 4, which is 12:20. Tracks 3 and 5 on disc 3 are also long ones, at over five minutes each.","","",""
"Various Artists","25 Years of Rough Trade Shops: Vol. 2","Mute","Diversity persists throughout these 56 rare and exclusive tracks from the likes of Nick Cave, Lee Perry, Joy Division, I am Kloot, and Boards of Canada. Inevitably, some tracks hit the mark, whereas others do not, but since the entire collection presents a sort of documentary, all have their place.  The styles range from traditional reggae, industrial punk, post-punk, through elctronica, and styles that defy categorization.  The important thing to note is that Rough Trade championed new music that was often recorded on a shoestring budget, and had material that was otherwise impossible to find when it first started out as a shop in West London.  There are so many great tracks here, too many to list really.  Those not familiar with the Chills, a band from New Zealand, will probably be surprised by the wonderful Pink Frost, track 10 on disc 3.  Disc 3 is altogether probably the best.  Disc 4 contains many instrumentals, quite long ones too, such as track 4, which is 12:20. Tracks 3 and 5 on disc 3are also long ones, at over five minutes each.","","",""
"Various Artists","25 Years of Rough Trade Shops: Vol. 3","Mute","Diversity persists throughout these 56 rare and exclusive tracks from the likes of Nick Cave, Lee Perry, Joy Division, I am Kloot, and Boards of Canada. Inevitably, some tracks hit the mark, whereas others do not, but since the entire collection presents a sort of documentary, all have their place.  The styles range from traditional reggae, industrial punk, post-punk, through elctronica, and styles that defy categorization.  The important thing to note is that Rough Trade championed new music that was often recorded on a shoestring budget, and had material that was otherwise impossible to find when it first started out as a shop in West London.  There are so many great tracks here, too many to list really.  Those not familiar with the Chills, a band from New Zealand, will probably be surprised by the wonderful Pink Frost, track 10 on disc 3.  Disc 3 is altogether probably the best.  Disc 4 contains many instrumentals, quite long ones too, such as track 4, which is 12:20. Tracks 3 and 5 on disc 3are also long ones, at over five minutes each.","","",""
